triplet	gv	count	expected	ratio
בלך	52	8	4.2	1.891
הזכ	32	8	1.9	4.193
הופ	91	8	13.2	0.606
הקצ	195	8	1.4	5.786
םפר	320	8	3.0	2.694
ורק	306	8	9.3	0.859
ומז	53	8	3.5	2.296
יננ	110	8	11.0	0.728
ךוח	34	8	2.6	3.041
דבו	12	8	12.6	0.635
םתה	445	8	19.1	0.419
תשי	710	8	31.6	0.253
עגל	103	8	1.8	4.372
תמק	540	8	4.4	1.835
גרא	204	8	3.7	2.156
עדע	144	8	3.2	2.516
מתמ	480	8	13.4	0.596
קימ	150	8	7.7	1.044
רפק	380	8	1.3	6.089
בפר	282	8	4.6	1.746
אוח	15	8	21.2	0.377
פתה	485	8	7.8	1.031
םמת	480	8	9.9	0.812
זבת	409	8	2.3	3.447
ולג	39	8	5.0	1.609
םדב	46	8	4.4	1.828
לבפ	112	8	5.4	1.472
כםפ	140	8	1.4	5.675
סרה	265	8	4.1	1.951
אךא	22	8	8.8	0.912
םרא	241	8	18.6	0.429
ימע	120	8	18.3	0.436
ררי	410	8	37.2	0.215
לבמ	72	8	18.2	0.439
קתע	570	8	3.4	2.361
ראק	301	8	8.2	0.970
כלפ	130	8	2.9	2.796
גרב	205	8	2.2	3.560
פדה	89	8	3.0	2.629
ןלנ	130	8	3.2	2.466
מוד	50	8	11.1	0.720
ףיה	95	8	2.6	3.045
השש	605	8	24.4	0.328
לרי	240	8	44.1	0.181
זני	67	8	2.5	3.253
ממח	88	8	5.4	1.490
החק	113	8	3.4	2.364
עתא	471	8	19.5	0.410
בתך	422	8	3.5	2.268
במל	72	8	18.2	0.439
חתע	478	8	5.2	1.543
ארג	204	8	3.7	2.156
הםז	52	8	2.3	3.405
קתי	510	8	9.5	0.841
הרש	505	8	28.4	0.282
אפד	85	8	2.9	2.726
אצב	93	8	4.6	1.721
לתנ	480	8	13.7	0.586
ןאה	56	8	11.6	0.691
עםכ	130	8	3.7	2.176
דתמ	444	8	6.5	1.224
תמא	441	8	25.1	0.319
סוה	71	8	6.9	1.160
תןי	460	8	8.6	0.925
םבק	142	8	2.9	2.741
בלמ	72	8	18.2	0.439
םיר	250	8	21.8	0.368
בשג	305	8	1.9	4.146
נסל	140	8	1.7	4.671
ווח	20	8	23.9	0.334
וקה	111	8	14.4	0.556
גדא	8	8	1.4	5.558
יעז	87	8	2.8	2.858
נסכ	130	8	0.7	11.676
ץוה	101	7	3.2	2.212
החש	313	7	11.2	0.623
דלב	36	7	8.9	0.788
רקי	310	7	9.6	0.727
במז	49	7	1.9	3.746
ארת	601	7	31.5	0.222
ןהח	63	7	3.1	2.277
שךו	326	7	5.7	1.226
דםב	46	7	4.4	1.599
דוב	12	7	12.6	0.556
שיח	318	7	12.6	0.554
םיצ	140	7	3.5	1.990
םשם	380	7	6.3	1.114
נהר	255	7	18.0	0.390
יחו	24	7	24.8	0.283
פלי	120	7	10.5	0.668
רתח	608	7	8.4	0.836
העץ	165	7	1.2	6.009
ירמ	250	7	29.6	0.236
בעצ	162	7	1.9	3.623
בתל	432	7	22.7	0.309
ךות	426	7	6.6	1.065
אפי	91	7	13.2	0.532
בךא	23	7	5.3	1.318
וחו	20	7	23.9	0.292
הפכ	105	7	3.7	1.880
תדר	604	7	8.2	0.853
מרק	340	7	4.4	1.588
החר	213	7	13.1	0.535
ןאי	61	7	13.0	0.538
תעד	474	7	5.1	1.377
כנו	76	7	9.3	0.754
הגם	48	7	2.2	3.111
לנש	380	7	11.9	0.590
םבד	46	7	4.4	1.599
שעמ	410	7	9.1	0.773
משש	640	7	12.6	0.557
ןחמ	98	7	1.6	4.416
אלח	39	7	15.0	0.468
מחש	348	7	5.8	1.209
םמכ	100	7	4.7	1.480
למן	120	7	4.8	1.473
שרר	700	7	18.4	0.381
לצפ	200	7	1.0	7.183
דמא	45	7	9.8	0.711
כסו	86	7	2.1	3.303
ןהש	355	7	6.7	1.049
הבח	15	7	11.8	0.593
חיד	22	7	5.7	1.226
נהח	63	7	7.1	0.984
מנע	160	7	5.7	1.221
שפך	400	7	0.8	8.687
שמל	370	7	17.4	0.403
וטו	21	7	6.0	1.163
דלפ	114	7	2.3	2.994
תממ	480	7	13.4	0.522
כפת	500	7	2.4	2.935
קיו	116	7	16.2	0.433
קטן	159	7	0.1	54.113
לרע	300	7	15.7	0.445
םוז	53	7	2.6	2.737
השם	345	7	16.6	0.422
חור	214	7	14.2	0.492
רכש	520	7	8.7	0.802
רםל	270	7	14.8	0.471
כוב	28	7	15.4	0.454
בצא	93	7	4.6	1.506
אתן	451	7	7.4	0.945
םמז	87	7	1.2	5.779
בשם	342	7	9.7	0.722
רגו	209	7	4.2	1.671
נגב	55	7	1.2	5.730
שקה	405	7	7.3	0.953
דןו	60	7	3.3	2.134
מהכ	65	7	12.5	0.560
נהק	155	7	4.6	1.506
עמק	210	7	2.7	2.566
חיע	88	7	9.1	0.768
שבא	303	7	24.7	0.284
ךאב	23	7	5.3	1.318
תיי	420	7	64.0	0.109
םמח	88	7	3.9	1.775
יענ	130	7	12.5	0.559
פלה	115	7	9.3	0.752
עתד	474	7	5.1	1.377
יסו	76	7	7.8	0.902
בבע	74	7	10.8	0.650
יןב	62	7	7.9	0.888
אנה	56	7	26.8	0.262
מגר	243	7	2.0	3.528
מלת	470	7	20.0	0.350
סףמ	180	7	0.1	72.404
אםש	341	7	16.0	0.437
נצב	142	7	1.7	4.125
ראד	205	7	12.4	0.566
ןתע	520	7	3.1	2.273
הזק	112	7	1.0	6.734
רךי	230	7	6.9	1.019
רדה	209	7	12.8	0.546
יסף	150	7	0.2	33.168
איח	19	7	21.9	0.319
סור	266	7	4.5	1.568
מקצ	230	7	0.7	9.820
ךמה	65	7	4.9	1.440
תןו	456	7	8.4	0.837
להצ	125	7	6.3	1.104
יכמ	70	7	14.1	0.498
ערא	271	7	19.7	0.355
דךא	25	7	2.3	3.065
עצר	360	7	2.1	3.268
קדא	105	7	3.2	2.189
חקל	138	7	2.6	2.693
לזק	137	7	0.8	8.766
תתע	870	7	13.0	0.540
ארש	501	7	27.4	0.256
כתא	421	7	15.0	0.468
תמע	510	7	10.4	0.671
חתל	438	7	9.9	0.704
ישק	410	7	8.3	0.847
בנך	72	7	1.9	3.611
לטו	45	7	4.2	1.649
השק	405	7	7.3	0.953
דאל	35	7	14.7	0.477
עין	130	7	5.4	1.293
צלי	130	7	7.1	0.981
הלד	39	7	15.2	0.460
ןאו	57	7	12.6	0.556
חקב	110	7	2.0	3.543
דין	64	7	3.4	2.064
טור	215	7	3.6	1.956
יאס	71	7	6.9	1.018
ןבן	102	7	1.1	6.566
חקע	178	7	1.4	5.163
רלח	238	7	10.0	0.697
ההה	15	7	78.9	0.089
עבא	73	7	17.8	0.393
חקא	109	7	3.3	2.145
ככה	45	7	7.4	0.940
ומב	48	7	25.8	0.271
יאפ	91	7	13.2	0.532
גםב	45	7	1.3	5.328
מרע	310	7	10.5	0.664
ברח	210	7	7.6	0.916
חתכ	428	7	4.0	1.760
מבנ	92	7	8.4	0.838
תכנ	470	7	5.5	1.281
תמח	448	7	6.7	1.049
קבמ	142	7	4.0	1.761
עדר	274	7	5.1	1.362
קבל	132	7	5.9	1.182
ראע	271	7	19.7	0.355
אנך	71	7	3.2	2.187
נונ	106	7	10.6	0.658
העז	82	7	2.5	2.814
כןכ	90	7	1.1	6.175
שאמ	341	7	21.8	0.321
יוק	116	7	16.2	0.433
בקש	402	7	4.3	1.633
ךאר	221	7	5.9	1.189
נור	256	7	19.6	0.358
שיג	313	7	3.7	1.882
עפע	220	7	1.9	3.597
נגש	353	7	1.2	6.018
פקו	186	7	2.2	3.169
וקנ	156	7	5.1	1.383
בתח	410	7	7.6	0.927
ןבכ	72	7	2.2	3.250
בהב	9	7	26.9	0.260
אקר	301	7	8.2	0.849
לשא	331	7	32.5	0.215
שתע	770	7	11.3	0.622
פוו	92	7	14.4	0.487
רקה	305	7	8.6	0.819
עלח	108	7	6.2	1.125
תנת	850	7	11.4	0.615
וספ	146	7	1.1	6.607
יגע	83	7	2.7	2.611
נהת	455	7	17.8	0.394
ההם	50	7	29.8	0.235
הטב	16	7	3.0	2.361
ידר	214	7	14.4	0.485
כרי	230	7	17.7	0.396
תןב	452	7	4.5	1.560
עוכ	96	7	10.6	0.662
יסי	80	7	8.0	0.873
בעפ	152	7	2.8	2.469
חרט	217	7	0.8	8.312
חדא	13	7	4.9	1.431
הרק	305	7	8.6	0.819
במר	242	7	15.4	0.455
רבכ	222	7	9.2	0.764
תםק	540	7	3.2	2.187
הכר	225	7	15.7	0.446
ךאח	29	7	2.3	3.004
אסר	261	7	4.0	1.770
םהק	145	7	5.0	1.400
בהת	407	7	29.5	0.237
תמס	500	7	2.1	3.348
נוק	156	7	5.1	1.383
ןלכ	100	7	2.8	2.471
דונ	60	7	7.6	0.922
ווק	112	7	15.7	0.447
וכס	86	7	2.1	3.303
מון	96	7	6.7	1.039
לםח	78	7	5.9	1.191
איא	12	7	82.5	0.085
מךמ	100	7	2.5	2.792
צפי	180	7	1.4	4.903
יוצ	106	7	10.1	0.692
צהא	96	7	8.0	0.879
ללמ	100	7	24.0	0.292
לכב	52	7	10.9	0.644
לאפ	111	7	9.0	0.780
איג	14	7	6.5	1.085
בטמ	51	7	1.5	4.580
ןיש	360	7	7.5	0.932
זקה	112	7	1.0	6.734
אףי	91	7	2.5	2.762
צאל	121	7	6.1	1.145
ךשל	350	7	4.0	1.738
וקש	406	7	8.0	0.876
םלק	170	7	3.8	1.823
תתנ	850	7	11.4	0.615
וסר	266	7	4.5	1.568
קעל	200	7	4.1	1.722
תקע	570	7	3.4	2.066
נכם	110	7	3.2	2.168
נעב	122	7	6.5	1.078
רפו	286	7	8.5	0.820
דשב	306	7	6.4	1.089
ץכי	120	7	1.0	6.961
ידכ	34	7	6.9	1.022
ךלפ	130	7	1.1	6.287
הפך	105	7	1.4	4.830
תבמ	442	7	15.2	0.460
וופ	92	7	14.4	0.487
האז	13	7	6.0	1.169
לקט	139	7	0.7	10.718
לגל	63	7	3.5	1.996
רמו	246	7	28.7	0.244
דשת	704	7	7.1	0.993
םיק	150	7	5.6	1.244
נון	106	7	4.6	1.522
םכס	120	7	0.7	9.500
עתו	476	7	22.0	0.318
ךבד	26	7	1.4	5.061
רקע	370	7	3.4	2.043
םזה	52	7	2.3	2.979
לצל	150	7	4.9	1.437
נרה	255	7	18.0	0.390
ארך	221	7	5.9	1.189
כלק	150	7	3.1	2.245
שהק	405	7	7.3	0.953
מסך	120	7	0.4	17.923
דלכ	54	7	4.7	1.497
וחק	114	7	3.7	1.900
ליס	100	7	5.5	1.278
חסב	70	7	0.9	7.387
שרף	580	7	0.8	8.328
הפס	145	7	1.0	7.193
שעו	376	7	19.1	0.366
וןכ	76	7	4.0	1.743
תקו	506	7	9.2	0.760
מןל	120	7	4.8	1.473
לנד	84	7	5.4	1.307
טהי	24	7	5.7	1.225
לחן	88	7	2.4	2.964
רמע	310	7	10.5	0.664
םהכ	65	7	9.2	0.763
ברס	262	7	2.4	2.923
קצף	270	7	0.0	171.006
מאע	111	7	15.7	0.446
ינד	64	7	7.8	0.892
סגי	73	7	0.5	13.029
ץבמ	132	7	0.9	7.998
הזב	14	7	3.6	1.931
סוב	68	7	4.0	1.739
נזר	257	7	1.4	4.949
בגו	11	7	3.8	1.853
ןצו	146	7	1.4	5.118
חהש	313	7	11.2	0.623
ממד	84	7	5.3	1.330
וםכ	66	7	10.0	0.701
חחל	46	7	4.0	1.760
םכמ	100	7	4.7	1.480
ךלש	350	7	4.0	1.738
ךכא	41	7	2.8	2.504
הבך	27	7	5.5	1.271
ןמי	100	6	7.0	0.862
תלר	630	6	25.1	0.239
םקר	340	6	3.2	1.854
יטו	25	6	6.2	0.965
םשר	540	6	10.7	0.558
עהש	375	6	17.6	0.341
תוצ	496	6	5.8	1.042
בצל	122	6	3.7	1.620
בזר	209	6	2.3	2.557
עאש	371	6	16.9	0.354
ךהג	28	6	0.7	8.440
רדמ	244	6	6.6	0.908
ישן	360	6	7.5	0.799
ומפ	126	6	6.8	0.882
יכה	35	6	27.3	0.220
תקל	530	6	6.5	0.924
ךשמ	360	6	2.7	2.219
צוי	106	6	10.1	0.593
אנת	451	6	17.1	0.350
עךו	96	6	4.1	1.458
ודר	210	6	14.0	0.430
בהש	307	6	25.6	0.234
כתנ	470	6	5.5	1.098
הטה	19	6	5.1	1.182
דעא	75	6	7.7	0.784
קין	160	6	2.3	2.653
לקי	140	6	11.4	0.525
טיב	21	6	3.3	1.798
תעי	480	6	22.8	0.263
דיל	44	6	17.1	0.350
ייא	21	6	96.3	0.062
צלה	125	6	6.3	0.946
יםז	57	6	2.6	2.269
אבש	303	6	24.7	0.243
מןס	150	6	0.5	12.075
םאד	45	6	7.2	0.830
ילק	140	6	11.4	0.525
לחש	338	6	8.6	0.695
מרז	247	6	2.1	2.896
נחב	60	6	4.2	1.445
ףהש	385	6	1.3	4.622
שתך	720	6	3.4	1.787
ננה	105	6	9.8	0.614
משע	410	6	9.1	0.662
בקע	172	6	3.1	1.942
ורכ	226	6	17.1	0.351
חומ	54	6	11.3	0.529
דשע	374	6	4.4	1.360
חלכ	58	6	4.8	1.258
םלנ	120	6	8.1	0.743
ההק	110	6	13.2	0.454
ןשל	380	6	5.1	1.171
טןו	65	6	0.8	7.135
רבר	402	6	19.3	0.311
שלל	360	6	25.9	0.232
תכא	421	6	15.0	0.401
פלש	410	6	5.2	1.159
באכ	23	6	13.6	0.440
יקט	119	6	1.0	6.271
ממש	380	6	11.7	0.515
שםל	370	6	12.8	0.471
נתם	490	6	6.7	0.892
ההח	18	6	20.2	0.297
שםש	640	6	9.2	0.650
םבן	92	6	2.7	2.262
עוע	146	6	13.8	0.435
נאי	61	6	30.1	0.199
יתפ	490	6	8.7	0.687
היט	24	6	5.7	1.050
גדת	407	6	1.0	6.277
למס	130	6	2.5	2.392
בחא	11	6	11.4	0.527
ןרע	320	6	3.1	1.927
ךבא	23	6	5.3	1.130
פלמ	150	6	4.8	1.250
וךמ	66	6	5.3	1.133
רמל	270	6	20.2	0.297
תהז	412	6	4.0	1.509
עדש	374	6	4.4	1.360
רםב	242	6	11.3	0.532
הזר	212	6	4.0	1.493
םאם	81	6	10.9	0.551
כהי	35	6	27.3	0.220
יחש	318	6	12.6	0.475
שלב	332	6	19.7	0.305
דןא	55	6	2.9	2.065
הרפ	285	6	7.8	0.765
זיו	23	6	7.6	0.789
אךי	31	6	10.2	0.586
מנת	490	6	9.2	0.655
פרס	340	6	0.6	9.522
תךי	430	6	6.8	0.883
אלד	35	6	14.7	0.409
יקמ	150	6	7.7	0.783
נאו	57	6	29.1	0.206
תספ	540	6	0.6	9.628
כדב	26	6	3.6	1.688
כרש	520	6	8.7	0.688
לנא	81	6	20.6	0.292
ישפ	390	6	7.6	0.791
עדמ	114	6	4.1	1.466
וצה	101	6	9.0	0.668
פשך	400	6	0.8	7.446
אאו	8	6	79.8	0.075
רהפ	285	6	7.8	0.765
ןתד	454	6	1.9	3.109
ללע	130	6	18.6	0.322
םוצ	136	6	3.4	1.764
שקי	410	6	8.3	0.726
ינב	62	6	18.2	0.329
דהש	309	6	11.0	0.545
חוה	19	6	22.0	0.273
םיח	58	6	8.6	0.697
התח	413	6	12.9	0.464
בקצ	192	6	0.8	7.432
ךבנ	72	6	1.9	3.095
דהנ	59	6	7.0	0.861
סףה	145	6	0.2	31.997
בדע	76	6	4.6	1.295
באד	7	6	11.2	0.538
הגמ	48	6	3.1	1.958
קוב	108	6	8.4	0.715
יכא	31	6	26.3	0.228
עמנ	160	6	5.7	1.046
בחס	70	6	0.9	6.332
כשמ	360	6	6.9	0.864
םלג	73	6	1.7	3.472
לרח	238	6	10.0	0.597
אפה	86	6	11.7	0.513
ההת	410	6	50.5	0.119
תמד	444	6	6.5	0.918
אמי	51	6	44.1	0.136
יגו	19	6	7.3	0.824
ףאל	111	6	1.7	3.469
ביצ	102	6	5.4	1.106
דרו	210	6	14.0	0.430
מבש	342	6	13.2	0.455
מיל	80	6	35.2	0.171
דרש	504	6	7.1	0.842
לךי	60	6	8.2	0.736
לךפ	130	6	1.1	5.389
ןבנ	102	6	2.5	2.433
ןאר	251	6	7.5	0.801
מדת	444	6	6.5	0.918
אשב	303	6	24.7	0.243
שיע	380	6	19.8	0.303
גשו	309	6	3.6	1.668
ךבר	222	6	3.6	1.683
הכש	325	6	13.5	0.445
קחב	110	6	2.0	3.037
םוד	50	6	8.2	0.735
ומט	55	6	2.8	2.106
ישט	319	6	3.2	1.889
תופ	486	6	8.4	0.710
ראם	241	6	18.6	0.322
לוז	43	6	5.2	1.156
ארה	206	6	49.2	0.122
חלע	108	6	6.2	0.965
ממך	100	6	2.5	2.393
ודא	11	6	20.8	0.289
ששכ	620	6	7.5	0.801
ששה	605	6	24.4	0.246
ףלא	111	6	1.7	3.469
תנש	750	6	9.9	0.607
כני	80	6	9.6	0.625
הבג	10	6	3.5	1.729
ללך	80	6	5.6	1.078
וםמ	86	6	16.8	0.358
קחי	118	6	3.8	1.576
ימכ	70	6	14.1	0.427
נבא	53	6	15.6	0.384
יגי	23	6	7.5	0.797
צרל	320	6	4.1	1.461
ועז	83	6	2.7	2.216
ואצ	97	6	8.7	0.692
חןב	60	6	1.8	3.342
רצנ	340	6	1.9	3.189
כהל	55	6	18.6	0.322
כתע	490	6	6.2	0.965
נטה	64	6	1.8	3.358
רשכ	520	6	8.7	0.688
מעם	150	6	6.2	0.973
כרכ	240	6	4.8	1.244
נםו	96	6	11.4	0.525
כבר	222	6	9.2	0.655
לקב	132	6	5.9	1.013
במה	47	6	23.7	0.253
רמצ	330	6	2.8	2.177
חבו	16	6	12.8	0.467
צרא	291	6	5.2	1.164
למת	470	6	20.0	0.300
לחה	43	6	15.5	0.387
הפנ	135	6	4.3	1.407
ופת	486	6	8.4	0.710
בזה	14	6	3.6	1.655
זהפ	92	6	1.0	6.291
ראס	261	6	4.0	1.517
כיג	33	6	2.1	2.918
ובפ	88	6	7.7	0.779
שיי	320	6	55.5	0.108
רפת	680	6	5.0	1.194
לאז	38	6	4.6	1.305
שכח	328	6	3.5	1.738
פות	486	6	8.4	0.710
וקמ	146	6	7.4	0.809
לבע	102	6	14.2	0.423
ךיש	330	6	5.9	1.017
עלק	200	6	4.1	1.476
עבב	74	6	10.8	0.557
לתח	438	6	9.9	0.604
םחי	58	6	8.6	0.697
כות	426	6	16.9	0.355
דךע	94	6	0.9	6.321
שבנ	352	6	9.0	0.666
שונ	356	6	16.8	0.357
פכם	140	6	1.4	4.256
אתט	410	6	3.1	1.914
תםש	740	6	10.6	0.565
רקח	308	6	2.2	2.739
רכם	260	6	5.9	1.010
ללת	460	6	29.8	0.201
נטו	65	6	1.9	3.084
מסכ	120	6	1.0	5.978
וכן	76	6	4.0	1.494
לךה	55	6	7.2	0.828
ומד	50	6	11.1	0.540
מיב	52	6	26.7	0.225
המפ	125	6	6.2	0.960
כתה	425	6	15.5	0.387
צהמ	135	6	4.3	1.410
ריי	220	6	64.7	0.093
בעם	112	6	7.0	0.859
תגר	603	6	2.5	2.435
תחר	608	6	8.4	0.716
העת	475	6	20.2	0.297
אזכ	28	6	1.8	3.261
םגד	47	6	0.6	10.620
יצה	105	6	9.3	0.646
ןאנ	101	6	4.1	1.473
ונט	65	6	1.9	3.084
ירל	240	6	44.1	0.136
רזא	208	6	3.9	1.548
דכב	26	6	3.6	1.688
ךהב	27	6	5.5	1.089
רשא	501	6	27.4	0.219
השא	306	6	42.3	0.142
םתק	540	6	3.2	1.874
כםח	68	6	2.4	2.553
םמה	85	6	15.4	0.390
עצם	200	6	1.3	4.791
לגר	233	6	3.0	2.030
חםה	53	6	7.6	0.785
ומס	106	6	3.6	1.688
אכב	23	6	13.6	0.440
מדמ	84	6	5.3	1.140
סעי	140	6	2.9	2.100
סהו	71	6	6.9	0.870
מתל	470	6	20.0	0.300
סקל	190	6	0.8	7.364
תיס	470	6	4.6	1.314
דשק	404	6	1.8	3.254
ייג	23	6	7.5	0.797
חשו	314	6	12.2	0.491
השו	311	6	47.7	0.126
סרת	660	6	2.6	2.285
ךפן	150	6	0.2	27.208
עםק	210	6	2.0	2.995
אהכ	26	6	23.4	0.257
םככ	80	6	2.8	2.128
להס	95	6	4.9	1.233
הבס	67	6	3.7	1.622
נרת	650	6	11.5	0.521
רמק	340	6	4.4	1.361
ידת	414	6	14.3	0.420
צפו	176	6	1.4	4.344
להט	44	6	3.9	1.539
וצפ	176	6	1.4	4.344
תלפ	510	6	6.0	1.007
תנג	453	6	1.3	4.479
רלפ	310	6	6.0	0.996
יכת	430	6	17.5	0.343
חשן	358	6	1.7	3.510
ווז	19	6	7.4	0.816
שןמ	390	6	3.4	1.744
כפי	110	6	4.2	1.431
וןע	126	6	5.2	1.146
נתק	550	6	3.0	2.016
דאו	11	6	20.8	0.289
החז	20	6	1.6	3.773
הין	65	6	13.5	0.444
הוק	111	6	14.4	0.417
ההט	19	6	5.1	1.182
סמי	110	6	3.7	1.633
רתפ	680	6	5.0	1.194
הוז	18	6	6.8	0.888
בקד	106	6	1.9	3.098
ריג	213	6	4.3	1.385
רסה	265	6	4.1	1.463
תזב	409	6	2.3	2.585
יגא	14	6	6.5	0.930
ברז	209	6	2.3	2.557
חרם	248	6	5.0	1.212
פלב	112	6	5.4	1.104
קוד	110	6	3.6	1.662
קער	370	6	3.4	1.751
ןשמ	390	6	3.4	1.744
םסל	130	6	1.8	3.258
בןי	62	6	7.9	0.761
סיח	78	6	1.8	3.285
ץמו	136	6	1.6	3.677
קלט	139	6	0.7	9.187
עשמ	410	5	9.1	0.552
יפו	96	5	14.8	0.337
ברק	302	5	5.0	1.001
ץול	126	5	2.4	2.056
רבב	204	5	17.4	0.287
עץא	161	5	1.1	4.451
עימ	120	5	18.3	0.273
באפ	83	5	6.8	0.733
הוט	20	5	5.5	0.905
ןהו	61	5	13.1	0.383
חאח	17	5	5.0	1.002
םזא	48	5	2.3	2.207
עצמ	200	5	1.7	2.931
חמד	52	5	2.6	1.911
רךב	222	5	3.6	1.402
צמי	140	5	4.8	1.044
תלש	730	5	21.6	0.232
דםי	54	5	8.4	0.593
יתק	510	5	9.5	0.525
קםו	146	5	5.4	0.919
מלפ	150	5	4.8	1.042
נוך	76	5	3.6	1.383
רעא	271	5	19.7	0.253
סמך	120	5	0.4	12.802
ינן	110	5	4.8	1.052
דינ	64	5	7.8	0.637
עוש	376	5	19.1	0.261
חיב	20	5	13.3	0.377
קרע	370	5	3.4	1.459
חמת	448	5	6.7	0.750
צאח	99	5	2.0	2.451
השח	313	5	11.2	0.445
בהח	15	5	11.8	0.424
ספת	540	5	0.6	8.023
מבו	48	5	25.8	0.193
נתב	452	5	10.4	0.482
צםה	135	5	3.1	1.600
פתב	482	5	4.5	1.104
בהי	17	5	51.8	0.096
ימח	58	5	11.7	0.426
ראך	221	5	5.9	0.849
סרו	266	5	4.5	1.120
נרא	251	5	17.3	0.289
פהש	385	5	6.7	0.742
לקל	160	5	7.8	0.642
דםכ	64	5	2.3	2.170
רףו	286	5	1.6	3.038
תרמ	640	5	16.9	0.297
דכם	64	5	2.3	2.170
אדר	205	5	12.4	0.404
בענ	122	5	6.5	0.770
שתב	702	5	16.4	0.305
ןכל	100	5	2.8	1.765
וךי	36	5	11.6	0.433
רסו	266	5	4.5	1.120
ריפ	290	5	8.8	0.566
םבג	45	5	1.3	3.806
אהח	14	5	19.5	0.257
ידל	44	5	17.1	0.292
אכד	25	5	5.9	0.852
ייפ	100	5	15.3	0.326
תוד	410	5	13.8	0.362
רפה	285	5	7.8	0.637
רדי	214	5	14.4	0.346
רחת	608	5	8.4	0.597
מקל	170	5	5.2	0.956
טוא	16	5	5.3	0.938
חאב	11	5	11.4	0.439
יטא	20	5	5.5	0.908
ברש	502	5	16.6	0.302
מוה	51	5	44.3	0.113
דבי	16	5	13.0	0.384
יןר	260	5	8.7	0.572
ךעמ	130	5	1.9	2.566
רתק	700	5	5.5	0.913
רםכ	260	5	5.9	0.842
דיר	214	5	14.4	0.346
בוס	68	5	4.0	1.242
רחמ	248	5	6.7	0.741
תבן	452	5	4.5	1.114
אאד	6	5	18.4	0.272
התל	435	5	38.8	0.129
םלז	77	5	1.8	2.770
ךהנ	75	5	3.3	1.506
רלת	630	5	25.1	0.199
שאע	371	5	16.9	0.295
םנא	91	5	10.1	0.494
עץו	166	5	1.3	3.942
עדנ	124	5	2.8	1.790
היפ	95	5	13.6	0.367
הבן	57	5	7.0	0.714
לאצ	121	5	6.1	0.818
ועצ	166	5	3.6	1.388
ךהש	325	5	5.2	0.953
ורם	246	5	21.0	0.238
ליי	50	5	76.7	0.065
וןש	356	5	7.3	0.688
וטי	25	5	6.2	0.804
חוב	16	5	12.8	0.389
נאל	81	5	20.6	0.243
הןכ	75	5	3.7	1.356
חזי	25	5	1.8	2.793
םהח	53	5	7.6	0.654
חסד	72	5	0.4	12.269
מאח	49	5	10.0	0.498
בשן	352	5	3.9	1.283
רבג	205	5	2.2	2.225
ררו	406	5	36.0	0.139
תךמ	460	5	3.1	1.606
החס	73	5	1.6	3.081
בטו	17	5	3.2	1.549
לדל	64	5	11.7	0.428
קות	506	5	9.2	0.543
גרת	603	5	2.5	2.029
כחא	29	5	6.0	0.835
מיע	120	5	18.3	0.273
הצב	97	5	4.8	1.037
חמי	58	5	11.7	0.426
דהכ	29	5	6.1	0.821
ךופ	106	5	1.6	3.169
נלכ	100	5	6.6	0.763
לתל	460	5	29.8	0.168
בךב	24	5	3.2	1.555
כלג	53	5	1.4	3.563
כוי	36	5	29.7	0.168
ץלא	121	5	2.2	2.322
ךאם	61	5	3.4	1.452
קלכ	150	5	3.1	1.604
ערע	340	5	8.2	0.610
רמא	241	5	25.4	0.197
קהי	115	5	14.9	0.336
אםכ	61	5	8.8	0.565
טרם	249	5	1.2	4.019
ףוכ	106	5	0.8	6.400
מגד	47	5	0.8	6.497
תפי	490	5	8.7	0.573
נהג	58	5	2.1	2.390
שרק	600	5	4.8	1.052
תוק	506	5	9.2	0.543
יצי	110	5	10.5	0.478
עךכ	110	5	1.2	4.304
עםר	310	5	7.7	0.646
ופי	96	5	14.8	0.337
חונ	64	5	7.7	0.646
םמט	89	5	1.0	5.047
ששע	670	5	9.8	0.512
תגד	407	5	1.0	5.231
ליק	140	5	11.4	0.438
ינפ	140	5	4.8	1.042
גבי	15	5	3.9	1.280
רקת	700	5	5.5	0.913
חדי	22	5	5.7	0.876
ךמש	360	5	2.7	1.849
פרך	300	5	0.9	5.329
יפג	93	5	1.0	4.864
צפנ	220	5	0.4	11.198
גלל	63	5	3.5	1.425
ןמע	160	5	2.5	2.017
בעז	79	5	1.5	3.442
ודש	310	5	12.0	0.417
מדה	49	5	10.2	0.490
יקצ	200	5	1.6	3.213
ךבה	27	5	5.5	0.908
מרנ	290	5	9.3	0.540
יהד	19	5	22.3	0.224
נכח	78	5	2.2	2.288
כשב	322	5	7.9	0.635
ילנ	90	5	24.0	0.208
מטו	55	5	2.8	1.755
םמפ	160	5	2.4	2.114
פחד	92	5	0.8	6.413
קטו	115	5	0.9	5.402
ןהג	58	5	0.9	5.529
יטה	24	5	5.7	0.875
זהת	412	5	4.0	1.258
םגם	83	5	0.9	5.871
חדע	82	5	2.0	2.459
קבש	402	5	4.3	1.166
כוע	96	5	10.6	0.473
עבכ	92	5	5.7	0.882
דומ	50	5	11.1	0.450
קתה	505	5	8.5	0.591
אלס	91	5	4.7	1.066
מאא	42	5	37.8	0.132
בתכ	422	5	9.1	0.552
כמנ	110	5	4.4	1.137
רמת	640	5	16.9	0.297
קלך	150	5	1.2	4.121
הנס	115	5	2.2	2.243
תמת	840	5	16.7	0.300
ייע	90	5	40.0	0.125
